schema_version,rf_channel,callsign,service_class,detectability_db,distance_km,bearing_deg,frequency_tolerance,chime_ch_index,nominal_pilot_mhz,city,state_prov,erp_kw,evidence_status
dtv_transmitter_census_v1,30,CHKL-1,Relay,79.31,37.8,5.6,±1 kHz,598,566.309441,Penticton,BC,3.000,reported_on_air_licensed
dtv_transmitter_census_v1,24,CHKL-DT+CHBC-DT,Full-power,84.51,72.1,5.4,±1 kHz,690,530.309441,Kelowna,BC,35.000,reported_on_air_licensed
dtv_transmitter_census_v1,31,CH4491-DT,Relay,55.12,86.2,9.5,±1 kHz,583,572.309441,Winfield,BC,0.049,reported_on_air_licensed
dtv_transmitter_census_v1,34,CH4490-DT,Relay,55.12,86.2,9.5,±1 kHz,537,590.309441,Winfield,BC,0.049,reported_on_air_licensed
dtv_transmitter_census_v1,17,K17KR-D,Translator (LPTV),45.13,99.8,215.4,None specified,798,488.309441,MAZAMA,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,19,K19JC-D,Translator (LPTV),45.13,99.8,215.4,None specified,767,500.309441,MAZAMA,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,21,K21LD-D,Translator (LPTV),45.13,99.8,215.4,None specified,736,512.309441,MAZAMA,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,17,K17EV-D,Translator (LPTV),30.38,101.4,176.0,None specified,798,488.309441,OMAK,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,19,K19AU-D,Translator (LPTV),30.38,101.4,176.0,None specified,767,500.309441,"OMAK, OKANOGAN, ETC.",WA,,reported_on_air_unverified
dtv_transmitter_census_v1,26,K26GV-D,Translator (LPTV),31.12,101.4,176.0,None specified,660,542.309441,OMAK,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,31,K31AH-D,Translator (LPTV),30.38,101.4,176.0,None specified,583,572.309441,"OMAK, ETC",WA,,reported_on_air_unverified
dtv_transmitter_census_v1,33,K33NM-D,Translator (LPTV),30.38,101.4,176.0,None specified,552,584.309441,"OMAK, ETC.",WA,,reported_on_air_unverified
dtv_transmitter_census_v1,35,K35MN-D,Translator (LPTV),30.38,101.4,176.0,None specified,521,596.309441,"OMAK, ETC.",WA,,reported_on_air_unverified
dtv_transmitter_census_v1,22,CHKL-2,Relay,70.67,108.8,11.6,±1 kHz,721,518.309441,Vernon,BC,4.000,reported_on_air_licensed
dtv_transmitter_census_v1,36,K36PH-D,Translator (LPTV),56.00,135.2,192.0,None specified,506,602.309441,METHOW,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,14,K14SF-D,Translator (LPTV),49.45,136.8,184.9,None specified,844,470.309441,BREWSTER & PATEROS,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,34,K34NN-D,Translator (LPTV),49.45,136.8,184.9,None specified,537,590.309441,BREWSTER & PATEROS,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,22,K22MO-D,Translator (LPTV),57.71,143.2,188.4,None specified,721,518.309441,PATEROS,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,23,K23MU-D,Translator (LPTV),43.06,146.5,181.4,None specified,706,524.309441,BRIDGEPORT,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,24,K24LM-D,Translator (LPTV),43.06,146.5,181.4,None specified,690,530.309441,BRIDGEPORT,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,25,K25NY-D,Translator (LPTV),43.06,146.5,181.4,None specified,675,536.309441,BRIDGEPORT,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,24,CHCV-DT,Full-power,18.16,151.5,82.2,±1 kHz,690,530.309441,Crescent Valley,BC,0.305,reported_on_air_licensed
dtv_transmitter_census_v1,16,CHWW-DT,Full-power,39.22,148.9,79.1,±1 kHz,813,482.309441,Winlaw,BC,0.500,reported_on_air_licensed
dtv_transmitter_census_v1,14,CH2516-DT,Relay,53.72,156.4,327.5,±1 kHz,844,470.309441,Logan Lake,BC,0.260,reported_on_air_licensed
dtv_transmitter_census_v1,16,CH5530-DT,Relay,52.79,156.4,327.5,±1 kHz,813,482.309441,Logan Lake,BC,0.228,reported_on_air_licensed
dtv_transmitter_census_v1,18,CH2518-DT,Relay,53.72,156.4,327.5,±1 kHz,783,494.309441,Logan Lake,BC,0.260,reported_on_air_licensed
dtv_transmitter_census_v1,20,CH5531-DT,Relay,52.86,156.4,327.5,±1 kHz,752,506.309441,Logan Lake,BC,0.228,reported_on_air_licensed
dtv_transmitter_census_v1,24,CH5532-DT,Relay,52.76,156.4,327.5,±1 kHz,690,530.309441,Logan Lake,BC,0.228,reported_on_air_licensed
dtv_transmitter_census_v1,26,CH2519-DT,Relay,53.88,156.4,327.5,±1 kHz,660,542.309441,Logan Lake,BC,0.270,reported_on_air_licensed
dtv_transmitter_census_v1,28,CH5533-DT,Relay,53.72,156.4,327.5,±1 kHz,629,554.309441,Logan Lake,BC,0.260,reported_on_air_licensed
dtv_transmitter_census_v1,30,CH2520-DT,Relay,53.88,156.4,327.5,±1 kHz,598,566.309441,Logan Lake,BC,0.270,reported_on_air_licensed
dtv_transmitter_census_v1,32,CH5534-DT,Relay,52.10,156.4,327.5,±1 kHz,568,578.309441,Logan Lake,BC,0.227,reported_on_air_licensed
dtv_transmitter_census_v1,34,CH3083-DT,Relay,52.10,156.4,327.5,±1 kHz,537,590.309441,Logan Lake,BC,0.227,reported_on_air_licensed
dtv_transmitter_census_v1,22,CHKM-DT,Full-power,67.91,160.0,340.0,±1 kHz,721,518.309441,Kamloops,BC,30.000,reported_on_air_licensed
dtv_transmitter_census_v1,32,K32MC-D,Translator (LPTV),,167.4,190.1,None specified,568,578.309441,BAKER FLATS AREA,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,31,CHAN-1,Relay,47.53,176.8,261.8,±1 kHz,583,572.309441,Chilliwack,BC,0.428,reported_on_air_licensed
dtv_transmitter_census_v1,24,CHNU-DT,Full-power,,241.6,272.2,±1 kHz,690,530.309441,Fraser Valley,BC,35.000,reported_on_air_licensed
dtv_transmitter_census_v1,28,CFEG-TV,Full-power,,199.5,262.5,±1 kHz,629,554.309441,Abbotsford,BC,0.475,reported_on_air_licensed
dtv_transmitter_census_v1,14,KVOS-TV,Full-power,,217.3,254.4,±1 kHz,844,470.309441,BELLINGHAM,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,15,K15MW-D,Translator (LPTV),,217.3,254.4,None specified,829,476.309441,BELLINGHAM,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,18,K18NJ-D,Translator (LPTV),,217.3,254.4,None specified,783,494.309441,BELLINGHAM,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,18,K18AD-D,Translator (LPTV),,217.3,193.4,None specified,783,494.309441,"EAST WENATCHEE, ETC.",WA,,reported_on_air_unverified
dtv_transmitter_census_v1,30,K30RC-D,Translator (LPTV),,217.3,254.4,None specified,598,566.309441,BELLINGHAM,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,36,K36PW-D,Translator (LPTV),,217.3,111.0,None specified,506,602.309441,PRIEST LAKE,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,36,K36KY-D,Translator (LPTV),,217.3,193.8,None specified,506,602.309441,WENATCHEE,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,19,KBCB,Full-power,,217.3,254.4,±1 kHz,767,500.309441,BELLINGHAM,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,31,K31DS-D,Translator (LPTV),,223.7,113.7,None specified,583,572.309441,COOLIN,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,32,K32OA-D,Translator (LPTV),,223.7,113.7,None specified,568,578.309441,COOLIN,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,33,K33QB-D,Translator (LPTV),,223.7,113.7,None specified,552,584.309441,COOLIN,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,29,K29ED-D,Translator (LPTV),59.50,241.4,232.7,None specified,614,560.309441,EVERETT,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,19,K19NN-D,Translator (LPTV),,244.6,173.9,None specified,767,500.309441,"MOSES LAKE, ETC.",WA,,reported_on_air_unverified
dtv_transmitter_census_v1,34,K34ND-D,Translator (LPTV),,244.6,173.9,None specified,537,590.309441,MOSES LAKE,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,15,KHQ-TV,Full-power,,246.2,138.0,±1 kHz,829,476.309441,SPOKANE,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,14,KQUP-LD,Low-power (LPTV),69.99,246.2,138.0,None specified,844,470.309441,SPOKANE,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,29,K29NM-D,Translator (LPTV),,246.2,138.0,None specified,614,560.309441,SPOKANE,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,32,KDYS-LD,Low-power (LPTV),66.36,246.2,138.0,None specified,568,578.309441,SPOKANE,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,35,KHBA-LD,Low-power (LPTV),,246.2,138.0,None specified,521,596.309441,SPOKANE,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,20,KREM,Full-power,87.78,246.2,138.0,±1 kHz,752,506.309441,SPOKANE,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,28,KAYU-TV,Full-power,,246.2,138.0,±1 kHz,629,554.309441,SPOKANE,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,34,KGPX-TV,Full-power,75.94,246.2,138.0,±1 kHz,537,590.309441,SPOKANE,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,36,KSKN,Full-power,88.70,246.2,138.0,±1 kHz,506,602.309441,SPOKANE,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,22,KXLY-TV,Full-power,,246.2,138.0,±1 kHz,,nan,SPOKANE,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,35,KQAH-LD,Low-power (LPTV),,249.4,228.3,None specified,521,596.309441,MALTBY,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,17,K17NZ-D,Translator (LPTV),,251.1,104.9,None specified,798,488.309441,BONNERS FERRY,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,24,K24NO-D,Translator (LPTV),,251.1,104.9,None specified,690,530.309441,BONNERS FERRY,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,25,K25MP-D,Translator (LPTV),,251.1,104.9,None specified,675,536.309441,BONNERS FERRY,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,26,K26OO-D,Translator (LPTV),,251.1,104.9,None specified,660,542.309441,BONNERS FERRY,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,31,K31NL-D,Translator (LPTV),,251.1,104.9,None specified,583,572.309441,BONNERS FERRY,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,32,K32HA-D,Translator (LPTV),,251.1,104.9,None specified,568,578.309441,BONNERS FERRY,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,35,K35IC-D,Translator (LPTV),,251.1,104.9,None specified,521,596.309441,BONNERS FERRY,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,19,K19LE-D,Translator (LPTV),,252.7,116.1,None specified,767,500.309441,SANDPOINT,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,21,K21NG-D,Translator (LPTV),,252.7,116.1,None specified,736,512.309441,SANDPOINT,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,23,K23NM-D,Translator (LPTV),,252.7,116.1,None specified,706,524.309441,SANDPOINT,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,30,K30LS-D,Translator (LPTV),,252.7,116.1,None specified,598,566.309441,SANDPOINT,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,33,K33LW-D,Translator (LPTV),,252.7,116.1,None specified,552,584.309441,SANDPOINT,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,17,CIVI-2,Relay,,241.6,272.2,±1 kHz,798,488.309441,Vancouver,BC,35.000,reported_on_air_licensed
dtv_transmitter_census_v1,20,CHNM-DT,Full-power,,241.3,272.2,±1 kHz,752,506.309441,Vancouver,BC,8.300,reported_on_air_licensed
dtv_transmitter_census_v1,22,CHAN-DT,Full-power,,242.7,271.9,±1 kHz,721,518.309441,Vancouver,BC,125.000,reported_on_air_licensed
dtv_transmitter_census_v1,26,CBUFT-DT,Full-power,,241.5,272.1,±1 kHz,660,542.309441,Vancouver,BC,27.520,reported_on_air_licensed
dtv_transmitter_census_v1,32,CIVT-DT,Full-power,,241.6,272.2,±1 kHz,568,578.309441,Vancouver,BC,50.000,reported_on_air_licensed
dtv_transmitter_census_v1,33,CKVU-DT,Full-power,,241.3,272.2,±1 kHz,552,584.309441,Vancouver,BC,8.300,reported_on_air_licensed
dtv_transmitter_census_v1,35,CBUT-DT,Full-power,,241.5,272.1,±1 kHz,521,596.309441,Vancouver,BC,88.500,reported_on_air_licensed
dtv_transmitter_census_v1,17,K17IL-D,Translator (LPTV),,267.2,195.2,None specified,798,488.309441,"ELLENSBURG, ETC.",WA,,reported_on_air_unverified
dtv_transmitter_census_v1,20,K20JL-D,Translator (LPTV),,267.2,195.2,None specified,752,506.309441,"ELLENSBURG, ETC.",WA,,reported_on_air_unverified
dtv_transmitter_census_v1,23,K23NE-D,Translator (LPTV),,267.2,195.2,None specified,706,524.309441,ELLENSBURG,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,25,K25FP-D,Translator (LPTV),,267.2,195.2,None specified,675,536.309441,ELLENSBURG,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,26,K26NF-D,Translator (LPTV),,267.2,195.2,None specified,660,542.309441,ELLENSBURG,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,27,K27OO-D,Translator (LPTV),,267.2,195.2,None specified,644,548.309441,ELLENSBURG,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,32,K32IG-D,Translator (LPTV),,267.2,195.2,None specified,568,578.309441,"ELLENSBURG, ETC.",WA,,reported_on_air_unverified
dtv_transmitter_census_v1,33,KWPX-TV,Full-power,,268.8,225.9,±1 kHz,552,584.309441,BELLEVUE,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,16,KFFV,Full-power,,276.8,227.3,±1 kHz,813,482.309441,SEATTLE,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,15,KUSE-LD,Low-power (LPTV),,276.8,227.3,None specified,829,476.309441,SEATTLE,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,17,KYMU-LD,Low-power (LPTV),,276.8,227.3,None specified,798,488.309441,SEATTLE,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,20,K20NF-D,Translator (LPTV),,276.8,227.3,None specified,752,506.309441,SEATTLE,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,32,KRUM-LD,Low-power (LPTV),,276.8,227.3,None specified,568,578.309441,SEATTLE,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,25,KING-TV,Full-power,,276.8,227.3,±1 kHz,675,536.309441,SEATTLE,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,30,KOMO-TV,Full-power,,276.8,227.3,±1 kHz,598,566.309441,SEATTLE,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,36,KZJO,Full-power,,276.8,227.3,±1 kHz,506,602.309441,SEATTLE,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,23,KIRO-TV,Full-power,,276.8,227.3,±1 kHz,706,524.309441,SEATTLE,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,28,KIRO-TV,Full-power,,276.8,227.3,±1 kHz,706,524.309441,SEATTLE,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,18,KIRO-TV,Full-power,,276.8,227.3,±1 kHz,706,524.309441,SEATTLE,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,18,KCDT,Full-power,,278.4,130.0,±1 kHz,783,494.309441,COEUR D'ALENE,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,16,K16NR-D,Translator (LPTV),,278.4,130.0,None specified,813,482.309441,COEUR D'ALENE,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,26,K26LJ-D,Translator (LPTV),,278.4,130.0,None specified,660,542.309441,COEUR D'ALENE,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,27,K27NC-D,Translator (LPTV),,278.4,130.0,None specified,644,548.309441,COEUR D'ALENE,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,30,K30QA-D,Translator (LPTV),,278.4,130.0,None specified,598,566.309441,COEUR D'ALENE,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,31,K31QK-D,Translator (LPTV),,278.4,130.0,None specified,583,572.309441,COEUR D'ALENE,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,18,K18NI-D,Translator (LPTV),,288.1,225.2,None specified,783,494.309441,"POINT PULLEY, ETC.",WA,,reported_on_air_unverified
dtv_transmitter_census_v1,16,CHEK-DT,Full-power,,265.5,258.1,±1 kHz,813,482.309441,Victoria,BC,16.400,reported_on_air_licensed
dtv_transmitter_census_v1,21,CHNU-1,Relay,,289.2,251.3,±1 kHz,736,512.309441,Victoria,BC,3.500,reported_on_air_licensed
dtv_transmitter_census_v1,27,CKVU-2,Relay,,289.2,251.3,±1 kHz,644,548.309441,Victoria,BC,2.750,reported_on_air_licensed
dtv_transmitter_census_v1,28,CIVI-DT,Full-power,,289.2,251.3,±1 kHz,629,554.309441,Victoria,BC,1.670,reported_on_air_licensed
dtv_transmitter_census_v1,29,CHNM-1,Relay,,289.2,251.3,±1 kHz,614,560.309441,Victoria,BC,2.750,reported_on_air_licensed
dtv_transmitter_census_v1,14,KAPP,Full-power,,309.0,192.6,±1 kHz,844,470.309441,YAKIMA,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,16,KNDO,Full-power,,309.0,192.6,±1 kHz,813,482.309441,YAKIMA,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,15,K15KC-D,Translator (LPTV),,309.0,192.6,None specified,829,476.309441,YAKIMA,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,18,K18NH-D,Translator (LPTV),,309.0,220.8,None specified,783,494.309441,PUYALLUP,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,20,K20LQ-D,Translator (LPTV),,309.0,192.6,None specified,752,506.309441,YAKIMA,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,25,K25PV-D,Translator (LPTV),,309.0,192.6,None specified,675,536.309441,YAKIMA,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,29,KCYU-LD,Low-power (LPTV),,309.0,192.6,None specified,614,560.309441,YAKIMA,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,32,KYPK-LD,Low-power (LPTV),,309.0,192.6,None specified,568,578.309441,YAKIMA,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,36,KWYT-LD,Low-power (LPTV),,309.0,192.6,None specified,506,602.309441,YAKIMA,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,21,KYVE,Full-power,,309.0,192.6,±1 kHz,736,512.309441,YAKIMA,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,30,KUNW-CD,Class A,,309.0,192.6,±1 kHz,598,566.309441,YAKIMA,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,33,KIMA-TV,Full-power,,309.0,192.6,±1 kHz,552,584.309441,YAKIMA,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,35,KDHW-CD,Class A,,309.0,192.6,±1 kHz,521,596.309441,YAKIMA,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,21,KTBW-TV,Full-power,,310.6,223.3,±1 kHz,736,512.309441,TACOMA,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,34,KWDK,Full-power,,310.6,223.3,±1 kHz,537,590.309441,TACOMA,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,22,KCPQ,Full-power,,310.6,223.3,±1 kHz,,nan,TACOMA,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,27,KBTC-TV,Full-power,,310.6,223.3,±1 kHz,644,548.309441,TACOMA,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,28,KBTC-TV,Full-power,,310.6,223.3,±1 kHz,644,548.309441,TACOMA,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,23,K23HT-D,Translator (LPTV),,317.0,133.4,None specified,706,524.309441,ST. MARIES,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,25,K25OP-D,Translator (LPTV),,325.1,126.2,None specified,675,536.309441,KELLOGG,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,24,K13ABZ-D,Translator (LPTV),,334.7,185.1,None specified,690,530.309441,SUNNYSIDE,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,31,K08QZ-D,Translator (LPTV),,334.7,185.1,None specified,583,572.309441,SUNNYSIDE-GRANDVIEW,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,29,KRLB-LD,Low-power (LPTV),,338.0,175.6,None specified,614,560.309441,"RICHLAND, ETC",WA,,reported_on_air_unverified
dtv_transmitter_census_v1,31,K31KW-D,Translator (LPTV),,338.0,175.6,None specified,583,572.309441,RICHLAND,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,36,KBWU-LD,Low-power (LPTV),,338.0,175.6,None specified,506,602.309441,"RICHLAND, ETC.,",WA,,reported_on_air_unverified
dtv_transmitter_census_v1,22,KTNW,Full-power,,338.0,175.6,±1 kHz,721,518.309441,RICHLAND,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,26,KNDU,Full-power,,338.0,175.6,±1 kHz,660,542.309441,RICHLAND,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,26,K26NM-D,Translator (LPTV),,341.2,146.8,None specified,660,542.309441,PULLMAN,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,24,KQUP,Full-power,,341.2,146.8,±1 kHz,690,530.309441,PULLMAN,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,18,KEPR-TV,Full-power,,344.4,173.3,±1 kHz,783,494.309441,PASCO,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,21,K21OT-D,Translator (LPTV),,344.4,173.3,None specified,736,512.309441,PASCO-KENNEWICK,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,28,K28QK-D,Translator (LPTV),,344.4,173.3,None specified,629,554.309441,PASCO,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,32,K32KY-D,Translator (LPTV),,344.4,173.3,None specified,568,578.309441,PASCO,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,23,K23JU-D,Translator (LPTV),,346.0,181.9,None specified,706,524.309441,PROSSER,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,34,K34MZ-D,Translator (LPTV),,346.0,181.9,None specified,537,590.309441,PROSSER,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,15,KVVK-CD,Class A,,347.6,173.8,±1 kHz,829,476.309441,"KENNEWICK, ETC.",WA,,reported_on_air_unverified
dtv_transmitter_census_v1,27,KVEW,Full-power,,347.6,173.8,±1 kHz,644,548.309441,KENNEWICK,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,21,K17PA-D,Translator (LPTV),,349.2,124.7,None specified,736,512.309441,MULLAN,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,22,KHPN-LD,Low-power (LPTV),,350.8,225.0,None specified,721,518.309441,Olympia,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,26,CFCN-14,Relay,,362.6,54.7,±1 kHz,660,542.309441,Canmore,AB,0.137,reported_on_air_licensed
dtv_transmitter_census_v1,15,CFCN-13,Relay,,367.5,57.1,±1 kHz,829,476.309441,Pigeon Mountain,AB,0.045,reported_on_air_licensed
dtv_transmitter_census_v1,16,KORX-CD,Class A,,375.0,164.7,±1 kHz,813,482.309441,WALLA WALLA,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,14,K14HT-D,Translator (LPTV),,375.0,164.7,None specified,844,470.309441,"WALLA WALLA, ETC.",WA,,reported_on_air_unverified
dtv_transmitter_census_v1,16,K16LX-D,Translator (LPTV),,375.0,143.4,None specified,813,482.309441,JULIAETTA,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,19,K19KU-D,Translator (LPTV),,375.0,164.7,None specified,767,500.309441,WALLA WALLA,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,21,K21JQ-D,Translator (LPTV),,375.0,164.7,None specified,736,512.309441,WALLA WALLA,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,22,K22NX-D,Translator (LPTV),,375.0,143.4,None specified,721,518.309441,JULIAETTA,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,23,K23OT-D,Translator (LPTV),,375.0,143.4,None specified,706,524.309441,JULIAETTA,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,31,K31KL-D,Translator (LPTV),,375.0,164.7,None specified,583,572.309441,WALLA WALLA,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,32,KWWO-LD,Low-power (LPTV),,375.0,164.7,None specified,568,578.309441,WALLA WALLA,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,33,K33EJ-D,Translator (LPTV),,375.0,164.7,None specified,552,584.309441,WALLA WALLA,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,36,K36EW-D,Translator (LPTV),,375.0,165.3,None specified,506,602.309441,COLLEGE PLACE,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,18,K18LH-D,Translator (LPTV),,376.6,148.0,None specified,783,494.309441,LEWISTON,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,21,K21CC-D,Translator (LPTV),,376.6,148.0,None specified,736,512.309441,LEWISTON,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,23,K23NQ-D,Translator (LPTV),,376.6,148.0,None specified,706,524.309441,LEWISTON,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,24,K24JN-D,Translator (LPTV),,376.6,148.0,None specified,690,530.309441,LEWISTON,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,25,K25NZ-D,Translator (LPTV),,376.6,148.0,None specified,675,536.309441,LEWISTON,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,30,K30MC-D,Translator (LPTV),,376.6,148.0,None specified,598,566.309441,LEWISTON,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,34,K34QC-D,Translator (LPTV),,376.6,148.0,None specified,537,590.309441,LEWISTON,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,35,K35BW-D,Translator (LPTV),,376.6,148.0,None specified,521,596.309441,LEWISTON,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,36,K36NZ-D,Translator (LPTV),,376.6,148.3,None specified,506,602.309441,CLARKSTON,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,32,KLEW-TV,Full-power,,376.6,148.0,±1 kHz,568,578.309441,LEWISTON,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,22,KLEW-TV,Full-power,,376.6,148.0,±1 kHz,568,578.309441,LEWISTON,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,19,KCKA,Full-power,,381.4,221.8,±1 kHz,767,500.309441,CENTRALIA,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,15,K15MI-D,Translator (LPTV),,381.4,221.8,None specified,829,476.309441,CENTRALIA/CHELASIS,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,17,K17NX-D,Translator (LPTV),,381.4,221.8,None specified,798,488.309441,CENTRALIA/CHEHALIS,WA,,reported_on_air_unverified
dtv_transmitter_census_v1,19,K19KP-D,Translator (LPTV),,387.9,176.2,None specified,767,500.309441,HERMISTON,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,20,K20MJ-D,Translator (LPTV),,387.9,165.7,None specified,752,506.309441,MILTON-FREEWATER,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,23,K23FH-D,Translator (LPTV),,387.9,165.7,None specified,706,524.309441,MILTON-FREEWATER,OR,,reported_on_air_unverified
